NodeCount,SimCnt,CompileTime,KeyGenerationTime,EncryptionTime,ExecutionTime,DecryptionTime,ReferenceExecutionTime,Mse
5,0,15.482199999041768,1274.798500000088,325.45179999942775,888.8638000007631,144.77660000056858,212.74589999984528,1.570810181875372e-08
5,1,16.24810000294019,1212.9059000003508,323.54129999976067,870.1370000003408,142.04219999919587,208.61349999995582,1.4803014200987111e-08
5,2,16.674300000886433,1205.495900000642,323.94070000054853,879.175600000508,142.69159999957992,209.46739999953934,1.734686024208111e-08
5,3,16.150999999808846,1220.7441999994444,329.3225999996139,884.7092999999404,143.9024999999674,211.57730000049924,1.2346297932117708e-08
5,4,16.059799999766255,1240.8597000003283,328.34589999993113,887.2246999990239,144.77810000062163,214.04889999985244,2.6213947086949148e-08
5,5,15.568999999686639,1222.1661999997195,324.4385000002694,877.75049999982,144.04540000032284,210.23570000033942,1.2232619278714908e-08
5,6,15.65369999889299,1207.001599999785,324.5715000002747,874.8787000004086,143.163000000186,209.1789000010067,1.1700433773220828e-08
5,7,16.218399999161193,1214.3283999998857,325.5951999994977,880.7777000001806,144.83919999884165,213.6622999996689,1.807890216912348e-08
5,8,17.046399999799178,1202.4806000003991,322.80229999923904,872.5567999990744,143.8258000011956,209.51120000063383,1.2715067313706953e-08
5,9,16.51389999960884,1244.8017000010623,326.47640000095635,883.9008999998441,148.03940000047078,213.7753000010889,8.176652753169093e-09
5,10,15.442099999745551,1208.6348999996517,324.12750000003143,874.6138999999857,143.7748999996984,208.4315000006427,9.753439233098788e-09
5,11,16.093500000351924,1205.609700000423,322.6408000000447,867.6666000001205,142.50740000034057,210.78770000031,9.971770065624764e-09
5,12,15.961000000061176,1222.7453999994395,325.2223999998023,869.768799999747,140.47929999924236,208.43849999982922,1.5426235774705225e-08
5,13,15.40119999935996,1212.800000000243,323.6288999992212,872.0908000004783,142.7118999990853,209.3259000002945,1.667310280024979e-08
5,14,15.680900000006659,1213.0205000007663,325.3054000006159,872.4179999999251,142.22539999991568,208.79790000071807,1.6678859822640812e-08
5,15,16.400400001202797,1219.8325000003933,324.5971999995163,871.4665000011337,141.95010000003094,208.75810000006823,1.0759488366408079e-08
5,16,15.721900000244204,1208.9165999996112,322.79629999857207,872.4585000013576,143.53959999925792,211.44359999925655,2.561984253431075e-08
5,17,16.185000000859873,1215.178299999934,323.7721000004967,870.4667000001791,142.71739999912825,207.6254999997218,2.0220447336441178e-08
5,18,15.76999999997497,1207.5096000003214,325.9093000001485,879.8723999993854,142.45870000058858,213.35459999954764,1.502563310787804e-08
5,19,16.658499999721244,1211.5851000007751,324.5686999998725,872.8393999990658,143.15519999945536,209.77739999943879,1.0759324157068176e-08
5,20,16.183400000500114,1211.5649000002122,324.3037999995977,874.8994999991737,141.51769999989483,208.92260000073293,1.5892208136016664e-08
5,21,16.518899999482528,1205.5691999994451,323.26540000121895,874.5931000007658,143.28440000053888,210.51729999999225,9.375914543370506e-09
5,22,17.352800000026036,1224.089899998944,322.16180000023087,873.3809000000292,142.25919999898906,208.74970000022586,1.9270499366191375e-08
5,23,15.753500000755594,1209.0888000006998,323.48430000001827,865.6989000000976,142.15160000048854,207.13470000055167,1.6822665824511235e-08
5,24,15.95889999953215,1251.9986000002064,327.92239999980666,877.3651000005884,142.687600001409,210.8529000006456,2.718911441328958e-08
5,25,16.142100001161452,1204.8823999994056,325.6584999990082,879.4363000001795,146.69450000019424,212.4055999997836,2.4933071686838256e-08
5,26,16.78969999875335,1237.8050000002077,327.63250000061817,894.2290999989382,147.01270000114164,217.1904000001632,1.615143289804114e-08
5,27,16.35540000097535,1222.4622000017007,326.80550000077346,891.4648999993915,145.50200000076075,212.81490000001213,1.4718525920957809e-08
5,28,15.82749999988664,1220.1780999994298,325.5801000000247,877.8965999995307,143.4703999989324,209.17379999946206,1.2878862225529354e-08
5,29,15.44709999961924,1213.9758999996957,325.4328000002715,877.7167999996891,142.10879999973258,213.87489999960962,2.275943997245411e-08
5,30,15.736000000288186,1218.5128000005534,323.5467999998036,869.5975999994516,143.88129999997545,209.88340000030803,1.6873322648370874e-08
5,31,15.968899999734276,1240.92440000004,330.2802999987762,884.5413999997618,145.18420000013066,213.20980000018608,2.9905728483889755e-08
5,32,15.644500000234984,1209.4313999987207,323.177100000521,873.8357999995969,143.31479999918884,209.51600000080361,1.6825646641721426e-08
5,33,15.302399999654881,1209.7429000000375,324.9518000002354,880.1956000002065,144.56849999896804,209.03129999942394,1.944164456157505e-08
5,34,16.209500001423294,1212.247699999807,324.68710000011924,876.3553999992837,141.32350000045335,212.46119999887014,1.408907512490102e-08
5,35,16.78080000101545,1224.1720999995778,324.3580000003021,875.3793999999289,140.88670000001002,208.3330999998907,1.0139202679601131e-08
5,36,16.045000000303844,1220.8162000006268,324.8441999994611,875.6891999996697,142.5549000000501,210.18779999985782,2.3395656877750156e-08
5,37,16.761799999130744,1215.1708999995208,324.5304000001852,874.1699000001972,141.27640000060637,208.2023999996636,1.979788273614914e-08
5,38,19.99679999971704,1200.3569000003154,324.7436999990896,872.4411999992299,143.8613999998779,209.91430000094624,1.6738961986475415e-08
5,39,15.842499999962456,1223.801999999523,324.4368000009672,873.6783000008472,141.62199999918812,209.84200000020792,2.071340662091365e-08
5,40,15.842199999497097,1220.3461999997671,327.1475999999893,871.6025999997328,142.86390000052052,207.58779999960097,1.4907396263892264e-08
5,41,15.738499999770283,1209.9809000001187,325.5435999999463,876.0714000009102,144.08930000081455,208.50920000020778,1.548759605917378e-08
5,42,15.670400000090012,1215.2681000002303,324.10639999989144,871.0345999998026,141.85669999960737,208.91629999914585,1.009061304170347e-08
5,43,16.053400001510454,1207.6024999996662,324.01039999967907,872.7849000001697,142.44929999949818,209.49469999914072,1.8320800625398943e-08
5,44,15.63890000079482,1209.1371000001345,324.06980000041585,874.7175000007701,145.05579999922702,209.66750000070533,1.7572978993619603e-08
5,45,16.059700000369048,1222.2539999993387,323.324200001025,874.3388000002597,142.2468000000663,207.45349999924656,1.2851565315509996e-08
5,46,15.498699999625387,1220.3998999993928,324.2849000002934,870.4975000000559,142.4524999993082,207.68749999888314,1.6415438803895835e-08
5,47,17.29720000002999,1230.9262999997372,322.37790000044697,875.7634000003236,145.6452000002173,211.86660000012125,1.0728704558307983e-08
5,48,16.80320000014035,1220.4950000004828,326.61770000004253,886.2412000003133,144.28640000051018,215.22189999996044,1.58800457793273e-08
5,49,16.85710000083418,1209.1713999993772,322.0736999987821,869.9090999998589,141.94290000114052,209.78119999972478,1.3253202650129967e-08
5,50,15.420600000197737,1213.8264000000163,322.2973999995702,872.9863000003206,142.56459999978688,209.35139999937746,9.290416190030308e-09
5,51,16.050399999130605,1213.7882999995782,322.29199999983393,873.1385999994927,143.06289999967703,210.5169999995269,1.6468148549291804e-08
5,52,15.791799999988143,1219.778099999985,327.8354999997646,895.7970000005844,144.94230000036623,213.21350000016537,1.5476121850853014e-08
5,53,15.769900000577763,1214.3492000000151,323.8443999998708,870.9923000005801,141.98960000067018,207.7064000000064,1.7809010265366496e-08
5,54,15.923800000109622,1212.905400001091,321.19150000107766,868.0990000002566,142.85269999936645,209.19729999968695,1.892721965104207e-08
5,55,16.398300000219024,1204.7717000004923,323.1734999994842,870.9237000007306,142.10119999870585,207.66860000003362,2.428263798509861e-08
5,56,16.404700000748562,1206.0034999994969,325.15979999880074,877.0553999997901,143.54709999997795,210.08849999952872,8.945362851312435e-09
5,57,16.656199999488308,1207.9294000009213,329.9120000001494,870.7700999993904,141.1116000003858,209.6188000014081,7.883484443935004e-09
5,58,16.158299999460723,1208.9396000001216,323.15929999958826,870.5825999995795,142.22400000062407,208.0937000000631,1.5672238839169083e-08
5,59,16.101800000342337,1217.9313999990882,322.8784999992058,871.3450000004741,144.01959999941027,212.37249999921914,1.2201408295893611e-08
5,60,15.888800000084302,1212.9259000003003,325.0149999998939,865.3736000001118,142.14970000057292,209.78389999936553,9.84822694599325e-09
5,61,15.912799999114213,1212.5853999996252,325.3055000000131,875.8176999995158,140.80389999935505,208.4223000001657,1.1661949015357797e-08
5,62,16.042100000049686,1211.7092000007688,324.0100999992137,875.8082999993348,142.47320000004038,216.47759999996197,1.1397611010750455e-08
5,63,16.239500000210683,1196.6453000000001,326.676700000462,870.0207999995655,141.81340000004639,208.2367999996677,1.7739022235749603e-08
5,64,16.038100000514532,1192.9235000002336,322.5974999995742,876.9095999996352,143.1420000003527,208.28899999969508,1.4645054382061143e-08
5,65,16.167200000381854,1196.5384999998605,321.78429999930813,872.2940999991806,143.65899999938847,210.22730000049705,1.4450185302274737e-08
5,66,16.068500000983477,1197.7716999990662,323.35830000056376,877.0940000003975,141.9822999991993,209.68389999916326,1.3566258248814201e-08
5,67,15.820199999780016,1194.9899999999616,321.49119999985487,866.1245999996936,142.60520000016186,209.0647999993962,1.7649512928534424e-08
5,68,16.494200000124692,1199.8594999990928,323.53300000067975,871.2992000000668,141.94090000046344,209.63120000033086,1.4152459286730854e-08
5,69,17.358299999614246,1206.309199998941,324.0649999997913,882.3582000004535,144.35729999968316,211.62130000038815,1.1126517514532329e-08
5,70,16.173400000752736,1211.5950000011253,324.33649999939007,877.4346000004698,146.39469999929133,212.1927999996842,1.2749499743333308e-08
5,71,15.363299999989977,1182.3545999991438,322.8537999989385,869.5342000005439,142.2019999999975,216.25859999994645,8.636506940274509e-09
5,72,15.611299999818584,1190.3880999998364,324.09140000027037,868.6421000002156,145.13030000034632,209.6241000003829,8.874497315790097e-09
5,73,16.03390000127547,1197.3450000000412,322.0208000002458,872.5210000002335,141.87149999861504,209.5403999987866,1.7023403661751384e-08
5,74,16.37299999993047,1203.7461999993866,327.3527000001195,886.1887999996725,144.02109999991808,212.52560000084486,1.9117027276241965e-08
5,75,16.125499999816384,1204.6103999991828,324.03690000001006,865.614399999231,140.92530000016268,208.8023000010253,1.0634847441623889e-08
5,76,16.197899998587673,1187.209000000621,322.5774999996247,876.2273000006644,141.8813999998747,209.09839999967517,2.280487968049025e-08
5,77,16.239499999301188,1199.2793000003985,321.58759999947506,863.909199999398,143.30370000016046,210.82979999982854,1.1199988218724125e-08
5,78,16.061500000432716,1195.0708999993367,322.9777000001377,869.9839999990218,142.25049999913608,209.3082999995204,2.6524658972774963e-08
5,79,16.763400000399997,1187.0556000012584,320.9162000007382,870.9338999997271,142.75550000093062,210.4153000000224,2.0226943194805797e-08
5,80,15.915000000404689,1192.639500000496,320.3226000000541,869.589200000064,142.18790000040826,208.63360000021203,2.1402936761898287e-08
5,81,16.15429999992557,1192.4410999999964,320.7703999996738,865.759700000126,142.49410000002172,209.07099999976708,1.4126026011282107e-08
5,82,15.589899999667978,1189.042199999676,320.1670999997077,866.4560999995956,141.8188000002374,209.40599999994447,1.6111991955345362e-08
5,83,16.296300000703923,1183.335100000022,319.94440000016766,865.7934999987447,142.33290000129273,209.14880000145786,1.2693790671244888e-08
5,84,16.013800000109768,1194.4681999993918,320.6341999994038,873.3235999998215,142.79530000067098,209.23620000030496,1.287929767516616e-08
5,85,16.149699999914446,1277.6360000007116,335.54720000074667,910.4838000002928,146.2296000004244,214.72859999948923,1.4043633070653488e-08
5,86,16.08200000009674,1195.1395999999477,322.6428999992095,870.1391999989028,142.32070000025487,209.65700000033394,1.7700136253208228e-08
5,87,16.34879999983241,1210.157199999685,322.4907999997413,869.2390000005616,144.8645999994369,213.26509999971677,1.3442492386458471e-08
5,88,15.558199999759381,1205.6551000000582,327.3119999998926,876.878300000044,143.13660000061645,209.79380000017045,1.5338471243556912e-08
5,89,15.844200000174169,1205.668400000377,323.595199999545,870.7080000008318,143.3222000000569,207.6731000001928,9.378715531785814e-09
5,90,16.551100001379382,1188.274199999796,320.6869999994524,865.5042999989746,142.08210000015242,207.17569999942498,1.2792626243129507e-08
5,91,16.836399999647256,1201.0020000002442,325.4543999996713,879.6318999993673,145.93579999927897,215.86429999979373,9.706888835238542e-09
5,92,16.16539999986344,1199.4735999987824,323.5268999997061,872.832900000958,141.7274999998881,209.33070000046428,1.060799765927399e-08
5,93,15.711999999439286,1175.1682999993136,320.728400000462,874.8868000006951,140.32309999947756,208.3813000012924,1.285947445964835e-08
5,94,16.528699999980745,1192.2653000005994,322.215099999994,872.4082999992788,143.5217999996894,211.61869999968985,1.9559096897640225e-08
5,95,15.499600000111968,1195.9076999992249,321.09559999980775,873.7785000002987,141.39959999965868,208.7253999998211,9.304938093173495e-09
5,96,16.104199999517732,1199.504500000785,333.4719999998015,887.2996000000057,144.47179999979198,214.19070000183638,1.5863490129088455e-08
5,97,16.269500000362314,1204.4412999998713,320.5721000003905,866.7944999988322,145.14499999950203,210.00469999989946,1.9670895221337194e-08
5,98,15.57409999986703,1190.1778999999806,322.1446000002288,871.1226000004899,142.9480000001604,208.62170000009428,1.6885325689966506e-08
5,99,16.301299999668117,1198.8996999998562,322.0650999996906,872.7782000005391,142.05850000007558,209.56840000008015,1.9941137651504246e-08
6,0,40.99110000015571,2673.3381999988524,644.4400999998834,1953.1627999999728,286.11259999979666,460.09470000035435,3.6046845397317386e-08
6,1,40.99449999966964,2657.8365000000304,641.620100000182,1941.0796000006485,285.87269999934506,459.64550000007875,1.8875077020101965e-08
6,2,41.48389999954816,2690.750700001445,644.5111000011821,1968.3938000002854,286.4128000001074,463.99500000052285,2.51317748073854e-08
6,3,39.21439999885479,2743.9041999996334,643.3972000008907,1981.3224000004084,288.8767000022199,466.11950000033175,4.1976600233592375e-08
6,4,40.318599998954596,2747.048599999289,677.1444000000884,2055.5302999996456,297.3366999999598,486.71310000008816,3.1487747286142135e-08
6,5,39.43239999898651,2682.96539999983,649.0314999996372,1965.6479999998737,283.93729999879724,461.522099999911,1.478927654316613e-08
6,6,40.69019999997181,2699.513099998967,646.6808000004676,1964.1321999988577,286.9330999997146,463.036400000874,2.3320139366778945e-08
6,7,39.51400000050853,2661.559199998919,644.7895999999673,1949.3453999994017,288.73079999993934,460.3066000004219,2.7994764442578025e-08
6,8,40.368900000430585,2673.856799999612,645.5992999995033,1982.7847000005931,288.71780000008584,462.7958999990369,2.7001906003325967e-08
6,9,40.52990000036516,2670.3987000005327,650.6882000007863,1962.2469999990244,285.7417000004716,461.10589999989315,1.2174602543085223e-08
6,10,39.62380000166377,2665.380300000379,644.5007000002079,1948.1697999999597,285.2075000005243,459.81820000042717,3.814847463954704e-08
6,11,40.56940000054965,2666.5417999993224,642.2895999990033,1948.080700000446,283.86459999910585,463.3607000000666,1.51458870075343e-08
6,12,42.16379999979836,2851.353800000652,684.8779999995713,2135.2261000001818,302.9248000007101,488.96480000166775,4.80942948365152e-08
6,13,38.97999999935564,2817.5284999988435,671.0545999985698,2082.4893000003613,303.89909999848896,488.90529999926,2.49498450231221e-08
6,14,40.13770000074146,2646.9390999991447,640.7805000008011,1950.4688000006354,284.073600001193,458.4786999989774,1.522463000263299e-08
6,15,40.52030000138984,2644.0614999996797,640.2068000006693,1949.0530999992188,283.2329000007121,458.82380000102785,2.030067728178567e-08
6,16,40.978600000926235,2720.350199999757,652.1272000009048,2002.4067000008472,289.05879999956596,464.4740999988244,2.1402192228693936e-08
6,17,40.212800000517746,2669.311299999663,642.1362999990379,1962.0258999989346,283.23480000062773,458.1914999989749,2.1927188285627678e-08
6,18,39.88770000069053,2686.2701000004563,650.9119000011196,1974.9699000003602,290.1662999997825,478.8758000004236,4.09094717781776e-08
6,19,39.338299998235016,2655.0677999998697,641.2918999985777,1952.920900000663,285.92359999947803,462.61990000039077,2.9512381719517734e-08
6,20,40.73659999994561,2660.1928000000044,645.8578999995552,1953.1432000003406,284.20799999958035,455.57190000090486,2.9499510026726658e-08
6,21,40.28640000115047,2671.6403000000355,645.4039999994166,1954.7915999992256,284.28589999884935,456.49829999956637,3.171311648640345e-08
6,22,40.590100001281826,2663.423900001817,641.2694000000556,1953.3830999998827,283.74840000105905,457.3061999985839,2.7387418125319835e-08
